Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,geometry
58957618,2023-09-29 12:44:00,09/30/2023 10:25:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11377,32-48 53 PLACE,53 PLACE,32 AVE,BROADWAY,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 10:25:00 AM,01 QUEENS,4011540104.0,QUEENS,1009803.0,214046.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75414642177272,-73.90776940628572,"(40.75414642177272, -73.90776940628572)",14787.0,39.0,3.0,33.0,72.0,POINT (1009802.999984825 214046.01441130607)
58955881,2023-09-29 12:44:00,10/01/2023 04:20:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11212,,,,,LIVONIA AVENUE,LEGION STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/01/2023 04:20:00 PM,16 BROOKLYN,,BROOKLYN,1007435.0,180265.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66143214257817,-73.91643274170418,"(40.66143214257817, -73.91643274170418)",17614.0,55.0,2.0,25.0,46.0,POINT (1007434.9999862724 180265.0143894727)
58960453,2023-09-29 12:44:00,09/29/2023 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11415,115 MOWBRAY DRIVE,MOWBRAY DRIVE,AUSTIN ST,KEW GARDENS RD,,,ADDRESS,KEW GARDENS,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/29/2023 01:15:00 PM,09 QUEENS,4033530017.0,QUEENS,1031662.0,198257.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71071938664593,-73.82898329111374,"(40.71071938664593, -73.82898329111374)",24011.0,46.0,3.0,28.0,60.0,POINT (1031661.9999718893 198257.01440110552)
58964663,2023-09-29 12:42:47,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11225,270 EMPIRE BOULEVARD,EMPIRE BOULEVARD,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,09 BROOKLYN,3013150010.0,BROOKLYN,997291.0,181110.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66377223174456,-73.95299380054631,"(40.66377223174456, -73.95299380054631)",13509.0,17.0,2.0,11.0,44.0,POINT (997290.9999922793 181110.0143900274)
58963010,2023-09-29 12:42:46,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,3609 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,12 BRONX,2046610071.0,BRONX,1022511.0,259429.0,PHONE,Unspecified,BRONX,,,,,,,,40.87866399903915,-73.86164269116733,"(40.87866399903915, -73.86164269116733)",11605.0,29.0,5.0,2.0,30.0,POINT (1022510.9999771914 259429.01443997034)
58967677,2023-09-29 12:42:44,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,2849 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",09/29/2023 12:00:00 AM,08 BRONX,2032500036.0,BRONX,1011718.0,257438.0,PHONE,Unspecified,BRONX,,,,,,,,40.873239511871404,-73.90067986315618,"(40.873239511871404, -73.90067986315618)",11606.0,48.0,5.0,29.0,33.0,POINT (1011717.9999836304 257438.01443875872)
58958592,2023-09-29 12:42:44,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10468,2849 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",09/29/2023 12:00:00 AM,08 BRONX,2032500036.0,BRONX,1011718.0,257438.0,PHONE,Unspecified,BRONX,,,,,,,,40.873239511871404,-73.90067986315618,"(40.873239511871404, -73.90067986315618)",11606.0,48.0,5.0,29.0,33.0,POINT (1011717.9999836304 257438.01443875872)
58962850,2023-09-29 12:42:33,10/02/2023 04:59:19 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,552 PARKSIDE AVENUE,PARKSIDE AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,09 BROOKLYN,3050560028.0,BROOKLYN,996762.0,178263.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65595860808339,-73.95490586001881,"(40.65595860808339, -73.95490586001881)",13510.0,17.0,2.0,11.0,44.0,POINT (996761.9999925976 178263.01438817283)
58959972,2023-09-29 12:42:33,10/02/2023 04:59:18 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,552 PARKSIDE AVENUE,PARKSIDE AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,09 BROOKLYN,3050560028.0,BROOKLYN,996762.0,178263.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65595860808339,-73.95490586001881,"(40.65595860808339, -73.95490586001881)",13510.0,17.0,2.0,11.0,44.0,POINT (996761.9999925976 178263.01438817283)
58958459,2023-09-29 12:42:22,09/30/2023 05:27:07 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,762 MILLER AVENUE,MILLER AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/30/2023 12:00:00 AM,05 BROOKLYN,3043030034.0,BROOKLYN,1015351.0,180525.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66212151794429,-73.8878993972316,"(40.66212151794429, -73.8878993972316)",17214.0,45.0,2.0,25.0,47.0,POINT (1015350.9999815859 180525.0143896244)
58962960,2023-09-29 12:42:16,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,74 DE SALES PLACE,DE SALES PLACE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,04 BROOKLYN,3034710018.0,BROOKLYN,1010797.0,187958.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68253824892116,-73.90428456936277,"(40.68253824892116, -73.90428456936277)",17214.0,42.0,2.0,37.0,53.0,POINT (1010796.9999842729 187958.01439447407)
58967705,2023-09-29 12:42:10,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1639 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,05 BRONX,2028760225.0,BRONX,1006727.0,247823.0,PHONE,Unspecified,BRONX,,,,,,,,40.84686336078742,-73.918758797119,"(40.84686336078742, -73.918758797119)",10931.0,6.0,5.0,29.0,29.0,POINT (1006726.9999866112 247823.01443273903)
58967764,2023-09-29 12:41:23,10/02/2023 02:47:03 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,660 NEW JERSEY AVENUE,NEW JERSEY AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/02/2023 12:00:00 AM,05 BROOKLYN,3038400035.0,BROOKLYN,1014056.0,180826.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66295214985697,-73.89256576642916,"(40.66295214985697, -73.89256576642916)",17214.0,45.0,2.0,25.0,47.0,POINT (1014055.9999823464 180826.01438982418)
58961568,2023-09-29 12:41:20,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11212,1580 PITKIN AVENUE,PITKIN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,16 BROOKLYN,3035170033.0,BROOKLYN,1007799.0,183032.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66902597930586,-73.91511108785451,"(40.66902597930586, -73.91511108785451)",17614.0,55.0,2.0,17.0,46.0,POINT (1007798.9999860498 183032.01439126412)
58966856,2023-09-29 12:41:00,09/29/2023 02:10:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11206,113 NOSTRAND AVENUE,NOSTRAND AVENUE,PARK AVE,MYRTLE AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 02:10:00 PM,03 BROOKLYN,3017380001.0,BROOKLYN,997369.0,192882.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69608358182538,-73.95268973301896,"(40.69608358182538, -73.95268973301896)",17213.0,69.0,2.0,49.0,51.0,POINT (997368.9999922247 192882.01439767895)
58966855,2023-09-29 12:41:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11236,711 EAST   80 STREET,EAST   80 STREET,GLENWOOD RD,FLATLANDS AVE,,,ADDRESS,BROOKLYN,,,Open,,,,18 BROOKLYN,3080010036.0,BROOKLYN,1007964.0,171245.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.636672809210616,-73.91455774411607,"(40.636672809210616, -73.91455774411607)",13827.0,5.0,2.0,8.0,42.0,POINT (1007963.9999859671 171245.0143835746)
58965286,2023-09-29 12:41:00,09/30/2023 03:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,1560 EAST   56 STREET,EAST   56 STREET,MILL LN,AVENUE O,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 03:00:00 AM,18 BROOKLYN,3079000072.0,BROOKLYN,1006205.0,164262.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61751048467989,-73.92091818461435,"(40.61751048467989, -73.92091818461435)",13825.0,5.0,2.0,8.0,38.0,POINT (1006204.9999870155 164262.01437898132)
58963667,2023-09-29 12:41:00,09/30/2023 11:40:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11364,213-04 UNION TURNPIKE,UNION TURNPIKE,213 ST,214 ST,,,ADDRESS,OAKLAND GARDENS,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 11:40:00 AM,11 QUEENS,4077870038.0,QUEENS,1051354.0,206727.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73383996513569,-73.75786943236567,"(40.73383996513569, -73.75786943236567)",24336.0,26.0,3.0,16.0,69.0,POINT (1051353.9999601752 206727.0144065034)
58963666,2023-09-29 12:41:00,09/30/2023 11:50:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11102,24-50 28 STREET,28 STREET,24 AVE,HOYT AVE N,,,ADDRESS,ASTORIA,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 11:50:00 AM,01 QUEENS,4008510054.0,QUEENS,1006960.0,220812.0,PHONE,Unspecified,QUEENS,,,,,,,,40.77272509904424,-73.9180080207086,"(40.77272509904424, -73.9180080207086)",16859.0,39.0,3.0,4.0,72.0,POINT (1006959.9999865062 220812.01441563808)
58962144,2023-09-29 12:41:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,8678 23 AVENUE,23 AVENUE,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Open,,,,11 BROOKLYN,3063837501.0,BROOKLYN,986189.0,157593.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.599232436072754,-73.9930176432393,"(40.599232436072754, -73.9930176432393)",17616.0,1.0,2.0,45.0,37.0,POINT (986188.9999988538 157593.0143746068)
58960719,2023-09-29 12:41:00,09/30/2023 11:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11203,701 EAST   48 STREET,EAST   48 STREET,CANARSIE LN,CLARENDON RD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,09/30/2023 11:20:00 AM,17 BROOKLYN,3047590040.0,BROOKLYN,1003249.0,174058.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64440525764131,-73.9315381019872,"(40.64440525764131, -73.9315381019872)",16866.0,61.0,2.0,26.0,40.0,POINT (1003248.9999887571 174058.01438541742)
58957487,2023-09-29 12:41:00,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11415,115 MOWBRAY DRIVE,MOWBRAY DRIVE,AUSTIN ST,KEW GARDENS RD,,,ADDRESS,KEW GARDENS,,,Open,,,,09 QUEENS,4033530017.0,QUEENS,1031662.0,198257.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71071938664593,-73.82898329111374,"(40.71071938664593, -73.82898329111374)",24011.0,46.0,3.0,28.0,60.0,POINT (1031661.9999718893 198257.01440110552)
58958498,2023-09-29 12:39:25,09/30/2023 07:38:18 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11205,263 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/30/2023 12:00:00 AM,03 BROOKLYN,3019410016.0,BROOKLYN,996116.0,190813.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69040642485583,-73.9572119959785,"(40.69040642485583, -73.9572119959785)",17212.0,69.0,2.0,49.0,51.0,POINT (996115.9999929655 190813.01439633957)
58963097,2023-09-29 12:39:22,10/04/2023 09:53:20 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/04/2023 12:00:00 AM,09 MANHATTAN,1020780011.0,MANHATTAN,998546.0,240373.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82643230708916,-73.94834419528975,"(40.82643230708916, -73.94834419528975)",12428.0,37.0,4.0,23.0,19.0,POINT (998545.9999914917 240373.01442805544)
58966118,2023-09-29 12:38:49,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10026,47 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,10 MANHATTAN,1018220017.0,MANHATTAN,997403.0,230838.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.800263171928414,-73.95249288679169,"(40.800263171928414, -73.95249288679169)",12423.0,18.0,4.0,36.0,18.0,POINT (997402.9999921834 230838.01442201523)
58966154,2023-09-29 12:38:46,10/01/2023 01:40:00 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1714 CROTONA PARK EAST,CROTONA PARK EAST,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/01/2023 12:00:00 AM,03 BRONX,2029400019.0,BRONX,1014930.0,244506.0,PHONE,Unspecified,BRONX,,,,,,,,40.83773448093743,-73.8891249543624,"(40.83773448093743, -73.8891249543624)",11269.0,34.0,5.0,43.0,25.0,POINT (1014929.9999817328 244506.01443063322)
58965382,2023-09-29 12:38:00,09/29/2023 04:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10467,3699 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,E 213 ST,BEND,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,09/29/2023 04:30:00 PM,07 BRONX,2033290106.0,BRONX,1018036.0,262253.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88643325614041,-73.87781067121458,"(40.88643325614041, -73.87781067121458)",11608.0,24.0,5.0,40.0,34.0,POINT (1018035.9999798564 262253.01444175275)
58960720,2023-09-29 12:38:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11212,296 LEGION STREET,LEGION STREET,GRAFTON ST,LEGION ST,,,ADDRESS,BROOKLYN,,,Open,,,,16 BROOKLYN,3035670001.0,BROOKLYN,1007366.0,180294.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66151192154906,-73.91668134348379,"(40.66151192154906, -73.91668134348379)",17614.0,55.0,2.0,17.0,46.0,POINT (1007365.9999863135 180294.01438949036)
58957707,2023-09-29 12:38:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11217,400 BERGEN STREET,BERGEN STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,,Open,,,,06 BROOKLYN,3009320025.0,BROOKLYN,990279.0,187733.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.681958431080645,-73.97826258315686,"(40.681958431080645, -73.97826258315686)",17619.0,14.0,2.0,27.0,50.0,POINT (990278.9999964271 187733.0143943412)
58957527,2023-09-29 12:38:00,09/29/2023 02:35:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10473,2344 TURNBULL AVENUE,TURNBULL AVENUE,HAVEMEYER AVE,DEAD END,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 02:35:00 PM,09 BRONX,2036960027.0,BRONX,1027087.0,239714.0,PHONE,Unspecified,BRONX,,,,,,,,40.8245312347484,-73.84522121492508,"(40.8245312347484, -73.84522121492508)",11611.0,58.0,5.0,31.0,26.0,POINT (1027086.9999745074 239714.01442759525)
58957488,2023-09-29 12:38:00,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11418,87-86 115 STREET,115 STREET,JAMAICA AVE,89 AVE,,,ADDRESS,RICHMOND HILL,,,Open,,,,09 QUEENS,4093040040.0,QUEENS,1030323.0,193700.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69821859009959,-73.83384427663972,"(40.69821859009959, -73.83384427663972)",24014.0,46.0,3.0,28.0,60.0,POINT (1030322.9999726882 193700.01439816065)
58966857,2023-09-29 12:38:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,54 KINGS PLACE,KINGS PLACE,KINGS HWY,DEAD END,,,ADDRESS,BROOKLYN,,,Open,,,,11 BROOKLYN,3066780094.0,BROOKLYN,991172.0,159088.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.603333416385944,-73.97507228322074,"(40.603333416385944, -73.97507228322074)",18183.0,1.0,2.0,18.0,37.0,POINT (991171.9999959077 159088.01437558496)
58955916,2023-09-29 12:38:00,09/29/2023 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10466,4135A DEREIMER AVENUE,DEREIMER AVENUE,EDENWALD AVE,BUSSING AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 01:00:00 PM,12 BRONX,2050200180.0,BRONX,1027609.0,265056.0,PHONE,Unspecified,BRONX,,,,,,,,40.89408475058899,-73.84317119314967,"(40.89408475058899, -73.84317119314967)",11275.0,29.0,5.0,2.0,30.0,POINT (1027608.999974142 265056.014443482)
58962148,2023-09-29 12:38:00,09/29/2023 06:10:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,45 THAYER PLACE,THAYER PLACE,THOLLEN ST,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 06:10:00 PM,03 STATEN ISLAND,5050270031.0,STATEN ISLAND,947896.0,141411.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55474172888925,-74.13082396307203,"(40.55474172888925, -74.13082396307203)",10693.0,15.0,1.0,9.0,76.0,POINT (947896.0000214486 141411.0143638342)
58967724,2023-09-29 12:35:36,10/03/2023 05:43:39 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,517 WEST  180 STREET,WEST  180 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,10/03/2023 12:00:00 AM,12 MANHATTAN,1021520089.0,MANHATTAN,1003031.0,248140.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84774206696452,-73.93211678066837,"(40.84774206696452, -73.93211678066837)",13091.0,47.0,4.0,39.0,22.0,POINT (1003030.9999888113 248140.01443293283)
58963033,2023-09-29 12:35:03,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,400 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/29/2023 12:00:00 AM,07 BRONX,2032810077.0,BRONX,1017005.0,255864.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86890133102053,-73.8815705861438,"(40.86890133102053, -73.8815705861438)",10936.0,24.0,5.0,40.0,34.0,POINT (1017004.9999804805 255864.01443775248)
58965336,2023-09-29 12:35:00,09/29/2023 02:07:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11101,45-57 DAVIS STREET,DAVIS STREET,FLUSHING LINE,DEAD END,,,ADDRESS,LONG ISLAND CITY,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/29/2023 02:07:00 PM,02 QUEENS,4000850030.0,QUEENS,999597.0,210435.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74425874322234,-73.94461500871317,"(40.74425874322234, -73.94461500871317)",16858.0,53.0,3.0,33.0,66.0,POINT (999596.9999908851 210435.01440899965)
58959115,2023-09-29 12:35:00,09/30/2023 05:10:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11412,114-37 199 STREET,199 STREET,MURDOCK AVE,115 AVE,,,ADDRESS,SAINT ALBANS,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 05:10:00 AM,12 QUEENS,4110160057.0,QUEENS,1052130.0,194018.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6989510200328,-73.75519757063881,"(40.6989510200328, -73.75519757063881)",15312.0,41.0,3.0,6.0,71.0,POINT (1052129.9999597634 194018.01439830122)
58957621,2023-09-29 12:35:00,09/29/2023 06:55:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11427,206-23 HILLSIDE AVENUE,HILLSIDE AVENUE,FRANCIS LEWIS BLVD,207 ST,,,ADDRESS,QUEENS VILLAGE,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 06:55:00 PM,08 QUEENS,4105890060.0,QUEENS,1051005.0,202142.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72125794597334,-73.7591742018778,"(40.72125794597334, -73.7591742018778)",24336.0,25.0,3.0,16.0,65.0,POINT (1051004.9999604044 202142.01440355735)
58955811,2023-09-29 12:35:00,09/29/2023 01:05:00 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11233,216 PATCHEN AVENUE,PATCHEN AVENUE,MACON ST,MAC DONOUGH ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,09/29/2023 01:05:00 PM,03 BROOKLYN,3016720046.0,BROOKLYN,1004722.0,188280.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68343820037081,-73.92618704250705,"(40.68343820037081, -73.92618704250705)",13516.0,69.0,2.0,49.0,52.0,POINT (1004721.9999878703 188280.01439468982)
58966861,2023-09-29 12:35:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,8645 23 AVENUE,23 AVENUE,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Open,,,,11 BROOKLYN,3068610020.0,BROOKLYN,986328.0,157758.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59968529616064,-73.99251705221208,"(40.59968529616064, -73.99251705221208)",17616.0,1.0,2.0,45.0,37.0,POINT (986327.9999987723 157758.01437470852)
58957622,2023-09-29 12:35:00,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11226,130 BUCKINGHAM ROAD,BUCKINGHAM ROAD,CHURCH AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,,Open,,,,14 BROOKLYN,3050960030.0,BROOKLYN,994048.0,175205.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64756848329401,-73.96469175068327,"(40.64756848329401, -73.96469175068327)",13510.0,60.0,2.0,11.0,43.0,POINT (994047.9999942009 175205.01438617444)
